geohash,Commercial/Services_weekday,Culture & Leisure_weekday,Educational_weekday,Healthcare & Welfare_weekday,Residential_weekday,Transportation_weekday,count_weekday,Commercial/Services_holiday,Culture & Leisure_holiday,Educational_holiday,Healthcare & Welfare_holiday,Residential_holiday,Transportation_holiday,count_holiday,Commercial/Services_morning,Culture & Leisure_morning,Educational_morning,Healthcare & Welfare_morning,Residential_morning,Transportation_morning,count_morning,Commercial/Services_afternoon,Culture & Leisure_afternoon,Educational_afternoon,Healthcare & Welfare_afternoon,Residential_afternoon,Transportation_afternoon,count_afternoon,Commercial/Services_evening,Culture & Leisure_evening,Educational_evening,Healthcare & Welfare_evening,Residential_evening,Transportation_evening,count_evening,Commercial/Services_night,Culture & Leisure_night,Educational_night,Healthcare & Welfare_night,Residential_night,Transportation_night,count_night,highway_busway,highway_living_street,highway_motorway,highway_motorway_link,highway_primary,highway_primary_link,highway_residential,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_trunk,highway_trunk_link,highway_unclassified,oneway_False,oneway_True,bridge_no,bridge_yes,tunnel_building_passage,tunnel_no,tunnel_yes
xn7620,0.3918575063613231,0.3104325699745547,0.0,0.0,0.0,0.2977099236641221,393.0,0.4981949458483754,0.2924187725631769,0.0,0.0,0.0,0.2093862815884476,277.0,0.4705882352941176,0.2705882352941176,0.0,0.0,0.0,0.2588235294117647,170.0,0.3876404494382022,0.2865168539325842,0.0,0.0,0.0,0.3258426966292135,178.0,0.4408602150537634,0.2956989247311828,0.0,0.0,0.0,0.2634408602150537,186.0,0.4485294117647059,0.375,0.0,0.0,0.0,0.1764705882352941,136.0,0.0,0.0,0.0,0.0,16.0,0.0,124.0,0.0,0.0,53.0,0.0,0.0,0.0,24.0,190.0,27.0,217.0,0.0,0.0,217.0,0.0
xn7621,0.0,0.0,1.0,0.0,0.0,0.0,220.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0,133.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,190.0,7.0,195.0,2.0,0.0,197.0,0.0
xn7622,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,49.0,0.0,0.0,0.0,86.0,284.0,15.0,299.0,0.0,0.0,299.0,0.0
xn7623,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,4.0,0.0,26.0,0.0,0.0,0.0,52.0,238.0,10.0,248.0,0.0,0.0,248.0,0.0
xn7624,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,10.0,0.0,70.0,0.0,0.0,0.0,34.0,374.0,12.0,386.0,0.0,0.0,384.0,2.0
xn7629,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,4.0,0.0,74.0,0.0,0.0,0.0,82.0,266.0,4.0,268.0,2.0,0.0,270.0,0.0
xn762b,0.36,0.0,0.0,0.0,0.0,0.64,25.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.8571428571428571,14.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.7272727272727273,11.0,0.3,0.0,0.0,0.0,0.0,0.7,10.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.7272727272727273,11.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.7142857142857143,7.0,0.0,0.0,0.0,0.0,2.0,0.0,143.0,32.0,0.0,46.0,0.0,0.0,0.0,169.0,350.0,42.0,390.0,2.0,0.0,392.0,0.0
xn762d,1.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,72.0,0.0,0.0,0.0,152.0,356.0,6.0,358.0,4.0,0.0,362.0,0.0
xn762f,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,148.0,0.0,0.0,50.0,0.0,0.0,0.0,154.0,368.0,0.0,366.0,2.0,0.0,368.0,0.0
xn762h,0.1234567901234567,0.0,0.0,0.0,0.0864197530864197,0.7901234567901234,81.0,0.5625,0.0,0.0,0.0,0.125,0.3125,48.0,0.6764705882352942,0.0,0.0,0.0,0.0,0.3235294117647059,34.0,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,12.0,0.4074074074074074,0.0,0.0,0.0,0.1851851851851851,0.4074074074074074,27.0,0.0178571428571428,0.0,0.0,0.0,0.0714285714285714,0.9107142857142856,56.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,54.0,2.0,15.0,0.0,169.0,372.0,18.0,384.0,6.0,0.0,388.0,2.0
xn762j,0.0,0.0,0.0,0.0,0.0,1.0,183.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,60.0,0.0,0.0,0.0,140.0,274.0,15.0,287.0,2.0,0.0,289.0,0.0
xn762k,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,78.0,0.0,8.0,0.0,216.0,354.0,8.0,362.0,0.0,0.0,358.0,4.0
xn762m,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,82.0,0.0,0.0,32.0,0.0,0.0,0.0,182.0,312.0,8.0,318.0,2.0,0.0,320.0,0.0
xn762n,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,17.0,0.0,26.0,0.0,0.0,46.0,0.0,0.0,0.0,176.0,258.0,11.0,269.0,0.0,0.0,269.0,0.0
xn762p,0.0,0.7,0.0,0.0,0.0,0.3,20.0,0.0,0.4838709677419355,0.0,0.0,0.0,0.5161290322580645,31.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,9.0,0.0,0.3,0.0,0.0,0.0,0.7,10.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.2142857142857142,14.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,18.0,0.0,0.0,9.0,10.0,0.0,0.0,122.0,0.0,0.0,90.0,0.0,0.0,0.0,125.0,336.0,20.0,356.0,0.0,0.0,354.0,2.0
xn762q,0.0,0.0,0.0,0.0,0.0,1.0,130.0,0.0,0.0,0.0,0.1132075471698113,0.0,0.8867924528301887,53.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.9285714285714286,28.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.8666666666666667,30.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,68.0,0.0,0.0,0.0,110.0,222.0,0.0,216.0,6.0,0.0,220.0,2.0
xn762w,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,44.0,0.0,4.0,5.0,198.0,332.0,12.0,342.0,2.0,0.0,344.0,0.0
xn762x,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,90.0,0.0,10.0,1.0,50.0,350.0,18.0,368.0,0.0,0.0,368.0,0.0
xn762z,0.0,0.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,69.0,0.0,0.0,16.0,0.0,0.0,0.0,52.0,138.0,1.0,137.0,2.0,0.0,139.0,0.0
xn7633,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,32.0,0.0,26.0,0.0,0.0,0.0,230.0,612.0,0.0,612.0,0.0,0.0,612.0,0.0
xn7635,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,270.0,0.0,0.0,24.0,0.0,0.0,0.0,38.0,362.0,0.0,352.0,10.0,0.0,360.0,2.0
xn7636,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,12.0,0.0,0.0,0.0,0.0,0.0,56.0,198.0,0.0,196.0,2.0,0.0,198.0,0.0
xn7638,0.323943661971831,0.0309859154929577,0.0,0.0,0.0,0.6450704225352113,710.0,0.3624678663239074,0.0385604113110539,0.0,0.0,0.0,0.5989717223650386,389.0,0.0677083333333333,0.015625,0.0,0.0,0.0,0.9166666666666666,192.0,0.5602409638554217,0.0210843373493975,0.0,0.0,0.0,0.4186746987951807,332.0,0.289002557544757,0.0664961636828644,0.0,0.0,0.0,0.6445012787723785,391.0,0.3206521739130434,0.0054347826086956,0.0,0.0,0.0,0.6739130434782609,184.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,34.0,0.0,0.0,0.0,159.0,410.0,22.0,430.0,2.0,0.0,432.0,0.0
xn7639,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,0.0,30.0,0.0,0.0,0.0,16.0,336.0,11.0,345.0,2.0,0.0,347.0,0.0
xn763b,0.2992957746478873,0.0,0.7007042253521126,0.0,0.0,0.0,284.0,0.328125,0.0,0.671875,0.0,0.0,0.0,128.0,0.2972972972972973,0.0,0.7027027027027027,0.0,0.0,0.0,222.0,0.2,0.0,0.8,0.0,0.0,0.0,100.0,0.4090909090909091,0.0,0.5909090909090909,0.0,0.0,0.0,66.0,0.5833333333333334,0.0,0.4166666666666667,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,138.0,0.0,0.0,2.0,0.0,0.0,0.0,66.0,204.0,6.0,210.0,0.0,0.0,210.0,0.0
xn763c,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,38.0,0.0,293.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,306.0,35.0,331.0,10.0,0.0,341.0,0.0
xn763d,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,216.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,236.0,37.0,271.0,2.0,0.0,273.0,0.0
xn763f,0.3678756476683937,0.0518134715025906,0.0,0.0,0.0,0.5803108808290155,193.0,0.5254237288135594,0.0225988700564971,0.0,0.0,0.0,0.4519774011299435,177.0,0.0535714285714285,0.0,0.0,0.0,0.0,0.9464285714285714,56.0,0.4693877551020408,0.0408163265306122,0.0,0.0,0.0,0.4897959183673469,98.0,0.5209580838323353,0.059880239520958,0.0,0.0,0.0,0.4191616766467065,167.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.4285714285714285,49.0,0.0,0.0,0.0,0.0,22.0,0.0,316.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,302.0,54.0,344.0,12.0,0.0,354.0,2.0
xn763g,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,126.0,18.0,135.0,9.0,0.0,142.0,2.0
xn763j,0.0,0.4166666666666667,0.0,0.0,0.5833333333333334,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4615384615384615,0.0,0.0,0.5384615384615384,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,92.0,0.0,0.0,32.0,1.0,0.0,0.0,29.0,164.0,6.0,170.0,0.0,0.0,170.0,0.0
xn763n,0.0,0.0,0.0,0.0,1.0,0.0,66.0,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.1604938271604938,0.0,0.0,0.0,0.8395061728395061,0.0,81.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,9.0,0.0,0.0,0.0,0.0,40.0,0.0,178.0,0.0,0.0,34.0,0.0,0.0,0.0,138.0,372.0,18.0,390.0,0.0,0.0,390.0,0.0
xn763p,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,74.0,0.0,0.0,32.0,12.0,0.0,0.0,43.0,152.0,13.0,165.0,0.0,0.0,165.0,0.0
xn763q,0.52,0.056,0.0,0.0,0.0,0.424,250.0,0.4363636363636363,0.2484848484848484,0.0,0.0,0.0,0.3151515151515151,165.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.9666666666666668,30.0,0.6862745098039216,0.0490196078431372,0.0,0.0,0.0,0.2647058823529412,102.0,0.3282442748091603,0.2595419847328244,0.0,0.0,0.0,0.4122137404580153,131.0,0.5789473684210527,0.1052631578947368,0.0,0.0,0.0,0.3157894736842105,152.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,76.0,0.0,0.0,0.0,114.0,454.0,12.0,466.0,0.0,0.0,466.0,0.0
xn763t,0.4581497797356828,0.0,0.0,0.039647577092511,0.0,0.5022026431718062,227.0,0.6216216216216216,0.0,0.0,0.054054054054054,0.0,0.3243243243243243,111.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.7037037037037037,54.0,0.4519230769230769,0.0,0.0,0.1346153846153846,0.0,0.4134615384615384,104.0,0.6111111111111112,0.0,0.0,0.0069444444444444,0.0,0.3819444444444444,144.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.3888888888888889,36.0,0.0,0.0,0.0,0.0,30.0,0.0,168.0,0.0,0.0,50.0,0.0,0.0,0.0,8.0,236.0,20.0,256.0,0.0,0.0,256.0,0.0
xn763u,0.7948717948717948,0.0,0.0,0.1282051282051282,0.0,0.0769230769230769,78.0,0.7857142857142857,0.0,0.0,0.0357142857142857,0.0,0.1785714285714285,28.0,0.6296296296296297,0.0,0.0,0.3333333333333333,0.0,0.037037037037037,27.0,0.9285714285714286,0.0,0.0,0.0714285714285714,0.0,0.0,14.0,0.8727272727272727,0.0,0.0,0.0,0.0,0.1272727272727272,55.0,0.6,0.0,0.0,0.1,0.0,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,50.0,0.0,24.0,0.0,15.0,188.0,30.0,205.0,13.0,0.0,218.0,0.0
xn763y,0.0,0.945945945945946,0.0,0.054054054054054,0.0,0.0,37.0,0.0,0.9690721649484536,0.0,0.0309278350515463,0.0,0.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9558823529411764,0.0,0.0441176470588235,0.0,0.0,68.0,0.0,0.967741935483871,0.0,0.032258064516129,0.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,106.0,0.0,106.0,0.0,0.0,106.0,0.0
xn7640,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xn7641,0.5333333333333333,0.0,0.0,0.0,0.0,0.4666666666666667,15.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,110.0,0.0,17.0,0.0,134.0,406.0,17.0,423.0,0.0,0.0,423.0,0.0
xn7643,0.945945945945946,0.0,0.0,0.0,0.0,0.054054054054054,37.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.95,0.0,0.0,0.0,0.0,0.05,20.0,0.5,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11.0,0.0,36.0,0.0,0.0,0.0,154.0,234.0,3.0,237.0,0.0,0.0,237.0,0.0
xn7646,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,22.0,0.0,46.0,0.0,16.0,0.0,130.0,256.0,18.0,270.0,4.0,0.0,274.0,0.0
xn7649,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,78.0,0.0,20.0,0.0,14.0,192.0,35.0,225.0,2.0,0.0,227.0,0.0
xn764d,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,48.0,0.0,3.0,0.0,27.0,136.0,11.0,147.0,0.0,0.0,147.0,0.0
xn764e,0.4545454545454545,0.0,0.0,0.5454545454545454,0.0,0.0,11.0,0.4615384615384615,0.0,0.0,0.5384615384615384,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.1666666666666666,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,28.0,0.0,10.0,0.0,57.0,116.0,15.0,131.0,0.0,0.0,131.0,0.0
xn764f,0.2528735632183908,0.0,0.0,0.0,0.0,0.7471264367816092,87.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.8823529411764706,34.0,0.3658536585365853,0.0,0.0,0.0,0.0,0.6341463414634146,41.0,0.1,0.0,0.0,0.0,0.0,0.9,30.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,42.0,0.125,0.0,0.0,0.0,0.0,0.875,8.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,3.0,2.0,52.0,0.0,23.0,1.0,54.0,292.0,68.0,360.0,0.0,0.0,360.0,0.0
xn764g,0.8367816091954023,0.1632183908045977,0.0,0.0,0.0,0.0,435.0,0.86084142394822,0.1391585760517799,0.0,0.0,0.0,0.0,309.0,0.7058823529411765,0.2941176470588235,0.0,0.0,0.0,0.0,17.0,0.9285714285714286,0.0714285714285714,0.0,0.0,0.0,0.0,168.0,0.8494897959183674,0.1505102040816326,0.0,0.0,0.0,0.0,392.0,0.7724550898203593,0.2275449101796407,0.0,0.0,0.0,0.0,167.0,0.0,3.0,0.0,0.0,0.0,0.0,119.0,32.0,0.0,48.0,2.0,8.0,0.0,29.0,130.0,111.0,241.0,0.0,0.0,241.0,0.0
xn764j,0.7368421052631579,0.0,0.0,0.0,0.0,0.2631578947368421,38.0,0.7555555555555555,0.0,0.0,0.0,0.0,0.2444444444444444,45.0,0.75,0.0,0.0,0.0,0.0,0.25,4.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,18.0,0.8085106382978723,0.0,0.0,0.0,0.0,0.1914893617021276,47.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.6428571428571429,14.0,0.0,0.0,0.0,0.0,22.0,0.0,64.0,0.0,0.0,26.0,0.0,0.0,0.0,106.0,210.0,8.0,218.0,0.0,0.0,218.0,0.0
xn764k,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,0.0,62.0,0.0,0.0,0.0,96.0,218.0,2.0,214.0,6.0,0.0,220.0,0.0
xn764m,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,60.0,0.0,0.0,0.0,94.0,204.0,29.0,231.0,2.0,0.0,233.0,0.0
