geohash,major_category_weekday,major_category_holiday,major_category_morning,major_category_afternoon,major_category_evening,major_category_night
xn769d,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn769e,Commercial/Services,Culture & Leisure,Culture & Leisure,Commercial/Services,Commercial/Services,Culture & Leisure
xn769f,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn769j,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn769k,Transportation,Transportation,Culture & Leisure,Transportation,Transportation,Culture & Leisure
xn769m,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn769n,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn769p,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn769r,Commercial/Services,Culture & Leisure,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services
xn769u,Educational,Educational,0,Educational,Educational,0
xn769w,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services,Transportation
xn769y,Educational,Educational,Educational,Educational,Culture & Leisure,Commercial/Services
xn76b4,Transportation,0,0,0,Transportation,0
xn76b5,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76b7,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76b8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76b9,Commercial/Services,Commercial/Services,0,0,Commercial/Services,0
xn76bb,Culture & Leisure,Culture & Leisure,Culture & Leisure,Transportation,Culture & Leisure,Culture & Leisure
xn76bc,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76bd,Commercial/Services,Culture & Leisure,Commercial/Services,Culture & Leisure,Transportation,Culture & Leisure
xn76bf,Commercial/Services,Commercial/Services,0,0,Commercial/Services,Commercial/Services
xn76bg,Commercial/Services,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services
xn76bk,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76br,Commercial/Services,0,0,0,Commercial/Services,Commercial/Services
xn76bs,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76bt,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76bu,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76bv,Transportation,Commercial/Services,Transportation,Transportation,Transportation,Commercial/Services
xn76by,Culture & Leisure,Commercial/Services,Culture & Leisure,Culture & Leisure,Commercial/Services,Commercial/Services
xn76c1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76c2,Educational,Educational,Educational,Educational,Educational,0
xn76c3,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn76c4,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn76c5,Residential,Residential,Healthcare & Welfare,Healthcare & Welfare,Residential,Residential
xn76c6,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76c7,Educational,Educational,Educational,Educational,Educational,0
xn76c8,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation
xn76c9,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76cb,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Transportation,Commercial/Services
xn76cc,Residential,Residential,0,Commercial/Services,Residential,Residential
xn76cd,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ce,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn76cf,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76cj,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn76ck,Educational,Educational,Educational,Educational,Educational,Educational
xn76cm,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76cn,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn76cp,Transportation,Transportation,Transportation,Transportation,Transportation,Residential
xn76cr,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76cs,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ct,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76cu,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76cv,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76cw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76cx,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn76cz,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76d0,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76d1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76d3,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76d4,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76d6,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76d9,Educational,Educational,Educational,Educational,Educational,Educational
xn76dc,Transportation,0,Transportation,Transportation,Transportation,Transportation
xn76dd,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76df,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76dg,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn76dj,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76dk,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76dm,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76dn,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76dp,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ds,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76dt,Healthcare & Welfare,Healthcare & Welfare,0,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
xn76du,0,Educational,Educational,Educational,Educational,0
xn76dv,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76dw,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn76dx,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76dy,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76dz,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76e0,Transportation,Transportation,Transportation,Transportation,Healthcare & Welfare,Transportation
xn76e1,Transportation,Transportation,Transportation,Transportation,Transportation,Residential
xn76e2,Transportation,Transportation,0,Healthcare & Welfare,Transportation,Transportation
xn76e3,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn76e4,Commercial/Services,Culture & Leisure,Culture & Leisure,Transportation,Commercial/Services,Commercial/Services
xn76e6,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76e7,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services
xn76e8,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Transportation,Transportation
xn76e9,Transportation,Transportation,Transportation,Transportation,Transportation,Residential
xn76eb,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation
xn76ec,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Transportation
xn76ed,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ee,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76ef,Transportation,Transportation,Commercial/Services,Transportation,Transportation,Transportation
xn76eg,Commercial/Services,Transportation,Commercial/Services,Transportation,Transportation,Transportation
xn76eh,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn76ej,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76ek,Educational,Culture & Leisure,Transportation,Educational,Commercial/Services,Transportation
xn76em,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76en,Commercial/Services,Commercial/Services,Educational,Commercial/Services,Commercial/Services,Commercial/Services
xn76ep,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76eq,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76er,Transportation,Transportation,Commercial/Services,Transportation,Transportation,Transportation
xn76es,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76et,Commercial/Services,Culture & Leisure,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn76eu,Transportation,Transportation,Educational,Educational,Transportation,Transportation
xn76ev,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ew,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation
xn76ex,Transportation,Transportation,Commercial/Services,Culture & Leisure,Transportation,Transportation
xn76ey,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ez,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76f0,Transportation,Commercial/Services,Transportation,Transportation,Transportation,Commercial/Services
xn76f1,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn76f2,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76f3,Transportation,Transportation,Commercial/Services,Transportation,Transportation,Transportation
xn76f4,0,Commercial/Services,0,0,Commercial/Services,0
xn76f5,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76f7,Transportation,Transportation,Transportation,Transportation,Educational,Transportation
xn76f8,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76f9,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76fb,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76fc,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76fd,Commercial/Services,Transportation,Transportation,Commercial/Services,Commercial/Services,Transportation
xn76fe,Transportation,Transportation,Transportation,Educational,Transportation,Residential
xn76ff,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76fg,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76fh,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn76fj,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76fk,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76fm,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76fn,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76fp,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76fq,Transportation,Commercial/Services,Transportation,Transportation,Transportation,Transportation
xn76fr,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76ft,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76fu,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76fv,Transportation,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Transportation
xn76fw,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76fx,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation
xn76fy,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76fz,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Transportation
xn76g0,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76g1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76g2,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76g3,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services
xn76g4,Transportation,Commercial/Services,Transportation,Transportation,Transportation,Commercial/Services
xn76g5,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn76g6,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76g7,Transportation,Commercial/Services,Transportation,Transportation,Commercial/Services,Commercial/Services
xn76g8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76gb,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Transportation
xn76gc,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76gd,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76ge,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76gf,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76gg,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76gh,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76gj,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76gk,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76gm,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn76gn,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76gp,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76gq,Transportation,Culture & Leisure,Transportation,Transportation,Culture & Leisure,Transportation
xn76gr,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76gs,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation,Transportation
xn76gt,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76gu,Transportation,Commercial/Services,Transportation,Transportation,Transportation,Transportation
xn76gv,Transportation,Transportation,Commercial/Services,Transportation,Transportation,Transportation
xn76gw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76gx,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76gy,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76gz,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76hh,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76hj,Residential,Residential,0,Residential,Residential,0
xn76hp,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76hq,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76hw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76hy,Transportation,Transportation,Transportation,Transportation,Transportation,0
xn76hz,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76k0,Transportation,Transportation,Transportation,Transportation,Commercial/Services,0
xn76k5,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76k7,Commercial/Services,0,Commercial/Services,Commercial/Services,0,0
xn76kb,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ke,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76kh,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn76kj,Commercial/Services,Transportation,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn76kk,Transportation,Commercial/Services,Transportation,Transportation,Commercial/Services,Commercial/Services
xn76km,Transportation,Transportation,Transportation,Transportation,Transportation,0
xn76kp,Transportation,Transportation,Culture & Leisure,Transportation,Transportation,Culture & Leisure
xn76kr,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn76ku,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76kv,Transportation,Transportation,Transportation,0,0,Transportation
xn76mp,Transportation,Transportation,Transportation,Transportation,0,Transportation
xn76s1,Commercial/Services,Educational,Commercial/Services,Commercial/Services,Educational,Educational
xn76s4,Transportation,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Transportation
xn76s5,Transportation,Transportation,0,Transportation,Transportation,0
xn76se,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76sg,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76sh,Transportation,Transportation,Commercial/Services,Commercial/Services,Transportation,Transportation
xn76sj,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Residential
xn76sn,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn76sp,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76sr,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ss,Commercial/Services,Culture & Leisure,Culture & Leisure,Culture & Leisure,Transportation,Commercial/Services
xn76st,Transportation,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Transportation
xn76sv,Transportation,Culture & Leisure,Transportation,Culture & Leisure,Culture & Leisure,Transportation
xn76sw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76sy,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76sz,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76tf,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76tn,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76tp,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76tu,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,0
xn76u0,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76u1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76u2,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76u3,Transportation,Residential,Residential,Transportation,Culture & Leisure,Residential
xn76u4,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76u5,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76u6,Transportation,Transportation,Culture & Leisure,Transportation,Transportation,Culture & Leisure
xn76u7,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation
xn76u9,Transportation,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Transportation
xn76ub,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ue,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76uf,Transportation,Transportation,Transportation,Transportation,Transportation,0
xn76ug,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn76uh,Culture & Leisure,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services
xn76uj,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76uk,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76um,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Transportation
xn76un,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76up,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76uq,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn76ur,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76us,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ut,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76uu,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76uv,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76uw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ux,Commercial/Services,Transportation,Transportation,Commercial/Services,Commercial/Services,Transportation
xn76uy,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services,Transportation
xn76uz,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn76v0,Transportation,Transportation,Transportation,0,Transportation,0
xn76v1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76v2,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76v3,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn76v4,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76v5,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Residential
xn76v8,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services,0
xn76v9,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
xn76vb,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76vc,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76ve,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76vg,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn76vh,Transportation,Transportation,Transportation,Transportation,Transportation,0
xn76vj,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76vk,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76vm,Commercial/Services,Transportation,Commercial/Services,Transportation,Transportation,Healthcare & Welfare
xn76vn,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76vp,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn76vq,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Transportation,Transportation
xn76vr,Culture & Leisure,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services
xn76vs,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76vt,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76vv,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76vw,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn76vx,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76vy,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76vz,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76wp,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn76wy,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn76wz,Transportation,Transportation,Transportation,Transportation,Culture & Leisure,Transportation
xn76xj,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76xm,Culture & Leisure,Transportation,Transportation,Transportation,Culture & Leisure,Transportation
xn76xn,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76xp,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76xq,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76y3,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76y4,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76y7,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76y8,Transportation,Transportation,Transportation,Culture & Leisure,Transportation,Transportation
xn76yb,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation,Transportation
xn76yc,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn76yd,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn76yf,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,0
xn76yh,Residential,Commercial/Services,Commercial/Services,Commercial/Services,Residential,Residential
xn76yj,Culture & Leisure,Culture & Leisure,Commercial/Services,Culture & Leisure,Culture & Leisure,Commercial/Services
xn76yk,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76yn,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76yp,Educational,Educational,0,0,Educational,0
xn76yr,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn76ys,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76yt,Commercial/Services,Healthcare & Welfare,0,Commercial/Services,Commercial/Services,0
xn76yu,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76z0,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn76z4,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure
xn76z6,Culture & Leisure,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure
xn76z7,Educational,Educational,0,Educational,Educational,0
xn76zd,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,0
xn76ze,Transportation,Healthcare & Welfare,Transportation,Healthcare & Welfare,0,0
xn76zh,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76zj,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn76zk,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn76zm,Transportation,0,Transportation,0,Transportation,Transportation
xn76zs,Residential,Residential,Residential,0,Residential,Residential
xn76zt,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn7704,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn7705,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7706,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7707,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn7708,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn770b,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn770c,Educational,0,Educational,Educational,Educational,0
xn770e,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn770f,Residential,Residential,Culture & Leisure,Culture & Leisure,Residential,Residential
xn770g,Commercial/Services,Commercial/Services,0,0,Commercial/Services,0
xn770h,Commercial/Services,Educational,Educational,Commercial/Services,Commercial/Services,Educational
xn770k,0,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn770m,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,0
xn770r,Commercial/Services,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn770t,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0,0
xn770u,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn770v,Commercial/Services,Commercial/Services,0,0,Commercial/Services,Commercial/Services
xn770x,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
xn770y,Culture & Leisure,Culture & Leisure,Culture & Leisure,0,0,0
xn770z,Transportation,Transportation,0,Transportation,Transportation,0
xn7710,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn7713,Transportation,Transportation,0,Transportation,Transportation,0
xn7715,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7716,Commercial/Services,Transportation,Transportation,Transportation,Transportation,Commercial/Services
