geohash,Commercial/Services_weekday,Culture & Leisure_weekday,Educational_weekday,Healthcare & Welfare_weekday,Residential_weekday,Transportation_weekday,count_weekday,major_category_weekday,Commercial/Services_holiday,Culture & Leisure_holiday,Educational_holiday,Healthcare & Welfare_holiday,Residential_holiday,Transportation_holiday,count_holiday,major_category_holiday,Commercial/Services_morning,Culture & Leisure_morning,Educational_morning,Healthcare & Welfare_morning,Residential_morning,Transportation_morning,count_morning,major_category_morning,Commercial/Services_afternoon,Culture & Leisure_afternoon,Educational_afternoon,Healthcare & Welfare_afternoon,Residential_afternoon,Transportation_afternoon,count_afternoon,major_category_afternoon,Commercial/Services_evening,Culture & Leisure_evening,Educational_evening,Healthcare & Welfare_evening,Residential_evening,Transportation_evening,count_evening,major_category_evening,Commercial/Services_night,Culture & Leisure_night,Educational_night,Healthcare & Welfare_night,Residential_night,Transportation_night,count_night,major_category_night
dr5red,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Transportation
dr5ree,0.5882352941176471,0.4117647058823529,0.0,0.0,0.0,0.0,34.0,Commercial/Services,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.0,34.0,Culture & Leisure,0.25,0.75,0.0,0.0,0.0,0.0,8.0,Culture & Leisure,0.5,0.5,0.0,0.0,0.0,0.0,30.0,Commercial/Services,0.5,0.5,0.0,0.0,0.0,0.0,22.0,Commercial/Services,0.25,0.75,0.0,0.0,0.0,0.0,8.0,Culture & Leisure
dr5ref,0.6677777777777778,0.06666666666666667,0.04,0.07444444444444444,0.05555555555555555,0.09555555555555556,900.0,Commercial/Services,0.5319148936170213,0.11170212765957446,0.03723404255319149,0.11170212765957446,0.1595744680851064,0.047872340425531915,188.0,Commercial/Services,0.8014888337468983,0.03225806451612903,0.017369727047146403,0.10421836228287841,0.03225806451612903,0.01240694789081886,403.0,Commercial/Services,0.714765100671141,0.07046979865771812,0.06040268456375839,0.053691275167785234,0.06375838926174497,0.03691275167785235,298.0,Commercial/Services,0.4152542372881356,0.15677966101694915,0.07627118644067797,0.05084745762711865,0.1271186440677966,0.17372881355932204,236.0,Commercial/Services,0.44370860927152317,0.06622516556291391,0.0,0.11920529801324503,0.11920529801324503,0.25165562913907286,151.0,Commercial/Services
dr5reg,0.6023952095808384,0.03952095808383234,0.09461077844311377,0.022754491017964073,0.023952095808383235,0.21676646706586827,835.0,Commercial/Services,0.4521276595744681,0.0851063829787234,0.07446808510638298,0.031914893617021274,0.0425531914893617,0.31382978723404253,188.0,Commercial/Services,0.6715867158671587,0.014760147601476014,0.02952029520295203,0.04059040590405904,0.01107011070110701,0.23247232472324722,271.0,Commercial/Services,0.6790697674418604,0.04883720930232558,0.14418604651162792,0.009302325581395349,0.009302325581395349,0.10930232558139535,430.0,Commercial/Services,0.35443037974683544,0.08860759493670886,0.08016877637130802,0.04219409282700422,0.046413502109704644,0.3881856540084388,237.0,Transportation,0.35294117647058826,0.03529411764705882,0.047058823529411764,0.0,0.11764705882352941,0.4470588235294118,85.0,Transportation
dr5reh,0.09268292682926829,0.01951219512195122,0.0,0.1073170731707317,0.0,0.7804878048780488,205.0,Transportation,0.48717948717948717,0.15384615384615385,0.0,0.02564102564102564,0.0,0.3333333333333333,39.0,Commercial/Services,0.02127659574468085,0.010638297872340425,0.0,0.02127659574468085,0.0,0.9468085106382979,94.0,Transportation,0.6,0.12,0.0,0.04,0.0,0.24,25.0,Commercial/Services,0.1650485436893204,0.009708737864077669,0.0,0.18446601941747573,0.0,0.6407766990291263,103.0,Transportation,0.18181818181818182,0.22727272727272727,0.0,0.045454545454545456,0.0,0.5454545454545454,22.0,Transportation
dr5rej,0.8157894736842105,0.0,0.0,0.0,0.0,0.18421052631578946,38.0,Commercial/Services,0.9148936170212766,0.0,0.0,0.0,0.0,0.0851063829787234,47.0,Commercial/Services,0.75,0.0,0.0,0.0,0.0,0.25,4.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,7.0,Commercial/Services,0.8387096774193549,0.0,0.0,0.0,0.0,0.16129032258064516,31.0,Commercial/Services,0.8837209302325582,0.0,0.0,0.0,0.0,0.11627906976744186,43.0,Commercial/Services
dr5rek,0.6074766355140186,0.0,0.0,0.056074766355140186,0.0,0.3364485981308411,107.0,Commercial/Services,0.4,0.0,0.0,0.0,0.0,0.6,5.0,Transportation,0.7636363636363637,0.0,0.0,0.0,0.0,0.23636363636363636,55.0,Commercial/Services,0.5333333333333333,0.0,0.0,0.06666666666666667,0.0,0.4,45.0,Commercial/Services,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.7272727272727273,11.0,Transportation,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Healthcare & Welfare
dr5rem,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dr5ren,0.06968641114982578,0.4808362369337979,0.0,0.0,0.3902439024390244,0.059233449477351915,287.0,Culture & Leisure,0.13709677419354838,0.41935483870967744,0.0,0.0,0.4032258064516129,0.04032258064516129,124.0,Culture & Leisure,0.0,0.48201438848920863,0.0,0.0,0.4460431654676259,0.07194244604316546,139.0,Culture & Leisure,0.19607843137254902,0.47058823529411764,0.0,0.0,0.2549019607843137,0.0784313725490196,51.0,Culture & Leisure,0.1506849315068493,0.589041095890411,0.0,0.0,0.2191780821917808,0.0410958904109589,146.0,Culture & Leisure,0.06666666666666667,0.17333333333333334,0.0,0.0,0.7333333333333333,0.02666666666666667,75.0,Residential
dr5rep,1.0,0.0,0.0,0.0,0.0,0.0,82.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,22.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,13.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,65.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,24.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Commercial/Services
dr5req,0.16,0.09333333333333334,0.0,0.0,0.06666666666666667,0.68,75.0,Transportation,0.3076923076923077,0.21153846153846154,0.0,0.0,0.057692307692307696,0.4230769230769231,52.0,Transportation,0.18518518518518517,0.0,0.0,0.0,0.0,0.8148148148148148,27.0,Transportation,0.1,0.1,0.0,0.0,0.0,0.8,20.0,Transportation,0.2653061224489796,0.22448979591836735,0.0,0.0,0.0,0.5102040816326531,49.0,Transportation,0.25806451612903225,0.16129032258064516,0.0,0.0,0.25806451612903225,0.3225806451612903,31.0,Transportation
dr5rer,0.08771929824561403,0.0,0.0,0.06432748538011696,0.0,0.847953216374269,171.0,Transportation,0.2926829268292683,0.0,0.0,0.04878048780487805,0.0,0.6585365853658537,41.0,Transportation,0.02247191011235955,0.0,0.0,0.06741573033707865,0.0,0.9101123595505618,89.0,Transportation,0.25,0.0,0.0,0.0,0.0,0.75,28.0,Transportation,0.2222222222222222,0.0,0.0,0.05555555555555555,0.0,0.7222222222222222,72.0,Transportation,0.08695652173913043,0.0,0.0,0.13043478260869565,0.0,0.782608695652174,23.0,Transportation
dr5reu,0.4642857142857143,0.125,0.20089285714285715,0.08928571428571429,0.12053571428571429,0.0,224.0,Commercial/Services,0.43137254901960786,0.09803921568627451,0.23529411764705882,0.0784313725490196,0.1568627450980392,0.0,51.0,Commercial/Services,0.2857142857142857,0.4489795918367347,0.16326530612244897,0.061224489795918366,0.04081632653061224,0.0,49.0,Culture & Leisure,0.5740740740740741,0.018518518518518517,0.3333333333333333,0.027777777777777776,0.046296296296296294,0.0,108.0,Commercial/Services,0.35802469135802467,0.07407407407407407,0.14814814814814814,0.2222222222222222,0.19753086419753085,0.0,81.0,Commercial/Services,0.5675675675675675,0.08108108108108109,0.02702702702702703,0.0,0.32432432432432434,0.0,37.0,Commercial/Services
dr5rev,0.3274021352313167,0.0,0.0,0.010676156583629894,0.03558718861209965,0.6263345195729537,281.0,Transportation,0.17647058823529413,0.0,0.0,0.11764705882352941,0.17647058823529413,0.5294117647058824,17.0,Transportation,0.922077922077922,0.0,0.0,0.03896103896103896,0.012987012987012988,0.025974025974025976,77.0,Commercial/Services,0.15315315315315314,0.0,0.0,0.009009009009009009,0.02702702702702703,0.8108108108108109,111.0,Transportation,0.038834951456310676,0.0,0.0,0.009708737864077669,0.04854368932038835,0.9029126213592233,103.0,Transportation,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,0.0,7.0,Residential
dr5rew,0.0,0.0,0.0,0.0,0.0,1.0,20.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,15.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,12.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,10.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,7.0,Transportation
dr5rey,0.7209302325581395,0.14950166112956811,0.0,0.059800664451827246,0.0,0.06976744186046512,602.0,Commercial/Services,0.813953488372093,0.023255813953488372,0.0,0.06976744186046512,0.0,0.09302325581395349,43.0,Commercial/Services,0.75,0.175,0.0,0.016666666666666666,0.0,0.058333333333333334,240.0,Commercial/Services,0.7024793388429752,0.1487603305785124,0.0,0.0743801652892562,0.0,0.0743801652892562,242.0,Commercial/Services,0.664,0.096,0.0,0.136,0.0,0.104,125.0,Commercial/Services,0.9473684210526315,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,38.0,Commercial/Services
dr5rez,0.6320754716981132,0.14150943396226415,0.0,0.16037735849056603,0.0,0.0660377358490566,106.0,Commercial/Services,0.352112676056338,0.5070422535211268,0.0,0.09859154929577464,0.0,0.04225352112676056,71.0,Culture & Leisure,0.42592592592592593,0.25925925925925924,0.0,0.3148148148148148,0.0,0.0,54.0,Commercial/Services,0.13333333333333333,0.6,0.0,0.13333333333333333,0.0,0.13333333333333333,30.0,Culture & Leisure,0.4888888888888889,0.3333333333333333,0.0,0.06666666666666667,0.0,0.1111111111111111,45.0,Commercial/Services,0.8958333333333334,0.08333333333333333,0.0,0.0,0.0,0.020833333333333332,48.0,Commercial/Services
dr5rf8,0.0,0.0,0.0,0.0,0.0,1.0,11.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dr5rfb,0.2823529411764706,0.4,0.29411764705882354,0.0,0.023529411764705882,0.0,85.0,Culture & Leisure,0.5,0.4375,0.0,0.0,0.0625,0.0,16.0,Commercial/Services,0.046511627906976744,0.4186046511627907,0.5348837209302325,0.0,0.0,0.0,43.0,Educational,0.4666666666666667,0.4,0.13333333333333333,0.0,0.0,0.0,15.0,Commercial/Services,0.7,0.26666666666666666,0.0,0.0,0.03333333333333333,0.0,30.0,Commercial/Services,0.15384615384615385,0.6923076923076923,0.0,0.0,0.15384615384615385,0.0,13.0,Culture & Leisure
dr5rfc,0.7619047619047619,0.0,0.0,0.0,0.23809523809523808,0.0,21.0,Commercial/Services,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.0,7.0,Commercial/Services,0.8,0.0,0.0,0.0,0.2,0.0,5.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,8.0,Commercial/Services,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,9.0,Commercial/Services,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0,6.0,Residential
dr5rff,0.4166666666666667,0.0,0.0,0.0,0.5833333333333334,0.0,12.0,Residential,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,Commercial/Services,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6,0.0,0.0,0.0,0.4,0.0,10.0,Commercial/Services,0.25,0.0,0.0,0.0,0.75,0.0,4.0,Residential
dr5rfk,0.0,0.0,0.0,0.0,0.0,1.0,53.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,27.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,15.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,18.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,31.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,16.0,Transportation
dr5rfw,0.0,0.0,0.0,0.6470588235294118,0.35294117647058826,0.0,17.0,Healthcare & Welfare,0.0,0.0,0.0,0.2,0.8,0.0,5.0,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,Healthcare & Welfare,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,6.0,Healthcare & Welfare,0.0,0.0,0.0,0.1,0.9,0.0,10.0,Residential
dr5rfx,1.0,0.0,0.0,0.0,0.0,0.0,17.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dr5rfz,0.0,0.0,0.0,0.0,0.0,1.0,24.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,19.0,Transportation
dr5rg0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,8.0,Residential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,10.0,Residential
dr5rg1,0.0,0.0,0.0,1.0,0.0,0.0,12.0,Healthcare & Welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,Healthcare & Welfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dr5rg2,0.7924528301886793,0.05660377358490566,0.0,0.0,0.1509433962264151,0.0,53.0,Commercial/Services,0.875,0.09375,0.0,0.0,0.03125,0.0,32.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Commercial/Services,0.5833333333333334,0.125,0.0,0.0,0.2916666666666667,0.0,24.0,Commercial/Services,0.896551724137931,0.06896551724137931,0.0,0.0,0.034482758620689655,0.0,29.0,Commercial/Services,0.9354838709677419,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,31.0,Commercial/Services
dr5rg3,0.5217391304347826,0.0,0.15217391304347827,0.30434782608695654,0.021739130434782608,0.0,46.0,Commercial/Services,0.3157894736842105,0.0,0.05263157894736842,0.631578947368421,0.0,0.0,19.0,Healthcare & Welfare,0.6296296296296297,0.0,0.14814814814814814,0.2222222222222222,0.0,0.0,27.0,Commercial/Services,0.3333333333333333,0.0,0.16666666666666666,0.5,0.0,0.0,18.0,Healthcare & Welfare,0.26666666666666666,0.0,0.0,0.7333333333333333,0.0,0.0,15.0,Healthcare & Welfare,0.6,0.0,0.2,0.0,0.2,0.0,5.0,Commercial/Services
dr5rg4,0.0,0.0,0.0,0.0,0.30434782608695654,0.6956521739130435,92.0,Transportation,0.0,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,24.0,Residential,0.0,0.0,0.0,0.0,0.0,1.0,38.0,Transportation,0.0,0.0,0.0,0.0,0.38461538461538464,0.6153846153846154,13.0,Transportation,0.0,0.0,0.0,0.0,0.4186046511627907,0.5813953488372093,43.0,Transportation,0.0,0.0,0.0,0.0,0.8636363636363636,0.13636363636363635,22.0,Residential
dr5rg5,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,14.0,Residential,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation,0.0,0.0,0.0,0.0,0.9,0.1,10.0,Residential,0.0,0.0,0.0,0.0,0.2,0.8,5.0,Transportation
dr5rg6,0.1276595744680851,0.0,0.7446808510638298,0.1276595744680851,0.0,0.0,47.0,Educational,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,12.0,Healthcare & Welfare,0.0,0.0,0.8260869565217391,0.17391304347826086,0.0,0.0,23.0,Educational,0.10344827586206896,0.0,0.5517241379310345,0.3448275862068966,0.0,0.0,29.0,Educational,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,6.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Commercial/Services
dr5rg7,0.125,0.0625,0.0,0.0,0.8125,0.0,32.0,Residential,0.13953488372093023,0.13953488372093023,0.0,0.0,0.7209302325581395,0.0,43.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Residential,0.23076923076923078,0.15384615384615385,0.0,0.0,0.6153846153846154,0.0,13.0,Residential,0.10714285714285714,0.17857142857142858,0.0,0.0,0.7142857142857143,0.0,28.0,Residential,0.125,0.03125,0.0,0.0,0.84375,0.0,32.0,Residential
dr5rg9,0.0,0.0,0.0,0.0,1.0,0.0,20.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,7.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,10.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Residential
dr5rgb,0.8766233766233766,0.0021645021645021645,0.0,0.0,0.12121212121212122,0.0,462.0,Commercial/Services,0.9035087719298246,0.0043859649122807015,0.0,0.0,0.09210526315789473,0.0,228.0,Commercial/Services,0.8522727272727273,0.0,0.0,0.0,0.14772727272727273,0.0,88.0,Commercial/Services,0.8918918918918919,0.0045045045045045045,0.0,0.0,0.1036036036036036,0.0,222.0,Commercial/Services,0.9038461538461539,0.004807692307692308,0.0,0.0,0.09134615384615384,0.0,208.0,Commercial/Services,0.872093023255814,0.0,0.0,0.0,0.12790697674418605,0.0,172.0,Commercial/Services
dr5rgc,0.4742268041237113,0.28865979381443296,0.0,0.23711340206185566,0.0,0.0,194.0,Commercial/Services,0.33043478260869563,0.5826086956521739,0.0,0.08695652173913043,0.0,0.0,115.0,Culture & Leisure,0.36363636363636365,0.022727272727272728,0.0,0.6136363636363636,0.0,0.0,44.0,Healthcare & Welfare,0.3137254901960784,0.5098039215686274,0.0,0.17647058823529413,0.0,0.0,102.0,Culture & Leisure,0.2631578947368421,0.631578947368421,0.0,0.10526315789473684,0.0,0.0,95.0,Culture & Leisure,0.8382352941176471,0.14705882352941177,0.0,0.014705882352941176,0.0,0.0,68.0,Commercial/Services
dr5rgd,0.6341463414634146,0.0,0.36585365853658536,0.0,0.0,0.0,41.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7333333333333333,0.0,0.26666666666666666,0.0,0.0,0.0,15.0,Commercial/Services,0.55,0.0,0.45,0.0,0.0,0.0,20.0,Commercial/Services,0.6,0.0,0.4,0.0,0.0,0.0,5.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Commercial/Services
dr5rgf,0.9850746268656716,0.0,0.0,0.0,0.0,0.014925373134328358,67.0,Commercial/Services,0.7666666666666667,0.0,0.0,0.0,0.0,0.23333333333333334,30.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,30.0,Commercial/Services,0.9,0.0,0.0,0.0,0.0,0.1,30.0,Commercial/Services,0.8484848484848485,0.0,0.0,0.0,0.0,0.15151515151515152,33.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Commercial/Services
dr5rgh,0.08695652173913043,0.0,0.21739130434782608,0.0,0.13043478260869565,0.5652173913043478,46.0,Transportation,0.5,0.0,0.0,0.0,0.0,0.5,24.0,Commercial/Services,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,12.0,Educational,0.32142857142857145,0.0,0.0,0.0,0.14285714285714285,0.5357142857142857,28.0,Transportation,0.11764705882352941,0.0,0.058823529411764705,0.0,0.11764705882352941,0.7058823529411765,17.0,Transportation,0.38461538461538464,0.0,0.07692307692307693,0.0,0.0,0.5384615384615384,13.0,Transportation
dr5rgj,0.38461538461538464,0.0,0.46153846153846156,0.0,0.0,0.15384615384615385,26.0,Educational,0.6,0.0,0.0,0.0,0.0,0.4,5.0,Commercial/Services,0.0,0.0,1.0,0.0,0.0,0.0,9.0,Educational,0.16666666666666666,0.0,0.5,0.0,0.0,0.3333333333333333,6.0,Educational,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,Commercial/Services,0.7692307692307693,0.0,0.0,0.0,0.0,0.23076923076923078,13.0,Commercial/Services
dr5rgk,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dr5rgm,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,28.0,Educational,0.0,0.0,0.125,0.0,0.875,0.0,8.0,Residential,0.0,0.0,1.0,0.0,0.0,0.0,15.0,Educational,0.0,0.0,0.4,0.0,0.6,0.0,5.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,11.0,Residential
dr5rgn,1.0,0.0,0.0,0.0,0.0,0.0,21.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,8.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,14.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Commercial/Services
dr5rgq,0.5161290322580645,0.3387096774193548,0.0,0.0,0.0,0.14516129032258066,62.0,Commercial/Services,0.5882352941176471,0.4117647058823529,0.0,0.0,0.0,0.0,17.0,Commercial/Services,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,6.0,Commercial/Services,0.5365853658536586,0.24390243902439024,0.0,0.0,0.0,0.21951219512195122,41.0,Commercial/Services,0.5,0.5,0.0,0.0,0.0,0.0,26.0,Commercial/Services,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,6.0,Culture & Leisure
dr5rgr,0.0,0.375,0.0,0.0,0.625,0.0,16.0,Residential,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,14.0,Residential,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,0.0,11.0,Residential,0.16666666666666666,0.5,0.0,0.0,0.3333333333333333,0.0,6.0,Culture & Leisure,0.14285714285714285,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,7.0,Culture & Leisure,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,6.0,Residential
dr5rgs,0.2692307692307692,0.0,0.0,0.0,0.0,0.7307692307692307,26.0,Transportation,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,6.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Transportation,0.36363636363636365,0.0,0.0,0.0,0.0,0.6363636363636364,11.0,Transportation,0.23076923076923078,0.0,0.0,0.0,0.0,0.7692307692307693,13.0,Transportation,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,Commercial/Services
dr5rgt,0.2,0.23076923076923078,0.0,0.0,0.12307692307692308,0.4461538461538462,65.0,Transportation,0.0625,0.25,0.0,0.0,0.375,0.3125,16.0,Residential,0.21428571428571427,0.21428571428571427,0.0,0.0,0.07142857142857142,0.5,14.0,Transportation,0.2222222222222222,0.18518518518518517,0.0,0.0,0.037037037037037035,0.5555555555555556,27.0,Transportation,0.125,0.2916666666666667,0.0,0.0,0.375,0.20833333333333334,24.0,Residential,0.125,0.25,0.0,0.0,0.1875,0.4375,16.0,Transportation
dr5rgu,0.0,0.0,0.0,0.0,0.0,1.0,292.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,102.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,129.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,74.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,127.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,64.0,Transportation
dr5rgw,0.1891891891891892,0.0,0.0,0.0,0.0,0.8108108108108109,37.0,Transportation,0.6,0.0,0.0,0.0,0.0,0.4,5.0,Commercial/Services,0.38461538461538464,0.0,0.0,0.0,0.0,0.6153846153846154,13.0,Transportation,0.2,0.0,0.0,0.0,0.0,0.8,10.0,Transportation,0.6,0.0,0.0,0.0,0.0,0.4,5.0,Commercial/Services,0.0,0.0,0.0,0.0,0.0,1.0,14.0,Transportation
dr5rgx,1.0,0.0,0.0,0.0,0.0,0.0,8.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,11.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,8.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,8.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Commercial/Services,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Commercial/Services
dr5rgy,0.0,0.0,0.0,0.0,1.0,0.0,29.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,8.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,22.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,8.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Residential,0.0,0.0,0.0,0.0,1.0,0.0,6.0,Residential
dr5rgz,0.0,0.0,0.0,0.0,0.0,1.0,53.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,30.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,22.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation
dr5rh0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,7.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,39.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Transportation,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Transportation
