geohash,Commercial/Services_weekday,Culture & Leisure_weekday,Educational_weekday,Healthcare & Welfare_weekday,Residential_weekday,Transportation_weekday,count_weekday,Commercial/Services_holiday,Culture & Leisure_holiday,Educational_holiday,Healthcare & Welfare_holiday,Residential_holiday,Transportation_holiday,count_holiday,Commercial/Services_morning,Culture & Leisure_morning,Educational_morning,Healthcare & Welfare_morning,Residential_morning,Transportation_morning,count_morning,Commercial/Services_afternoon,Culture & Leisure_afternoon,Educational_afternoon,Healthcare & Welfare_afternoon,Residential_afternoon,Transportation_afternoon,count_afternoon,Commercial/Services_evening,Culture & Leisure_evening,Educational_evening,Healthcare & Welfare_evening,Residential_evening,Transportation_evening,count_evening,Commercial/Services_night,Culture & Leisure_night,Educational_night,Healthcare & Welfare_night,Residential_night,Transportation_night,count_night,highway_busway,highway_living_street,highway_motorway,highway_motorway_link,highway_primary,highway_primary_link,highway_residential,highway_secondary,highway_secondary_link,highway_tertiary,highway_tertiary_link,highway_trunk,highway_trunk_link,highway_unclassified,oneway_False,oneway_True,bridge_no,bridge_yes,tunnel_building_passage,tunnel_no,tunnel_yes
dr5rbs,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,64.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,80.0,14.0,94.0,0.0,0.0,94.0,0.0
dr5rbt,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,70.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,86.0,11.0,97.0,0.0,0.0,97.0,0.0
dr5rbv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,61.0,10.0,0.0,16.0,0.0,0.0,0.0,3.0,88.0,4.0,92.0,0.0,0.0,92.0,0.0
dr5rby,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143,0.0,14.0,0.5,0.0,0.0,0.0,0.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778,0.0,9.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,111.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,124.0,1.0,123.0,2.0,0.0,125.0,0.0
dr5rd3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,24.0,26.0,0.0,6.0,0.0,0.0,0.0,0.0,48.0,11.0,57.0,2.0,0.0,59.0,0.0
dr5rd4,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,31.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,82.0,12.0,94.0,0.0,0.0,94.0,0.0
dr5rd5,0.0,0.0,0.5625,0.0,0.4375,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,9.0,0.0,0.0,0.125,0.0,0.875,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,30.0,16.0,0.0,28.0,0.0,0.0,0.0,0.0,80.0,8.0,84.0,4.0,0.0,88.0,0.0
dr5rdg,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,26.0,4.0,28.0,2.0,0.0,30.0,0.0
dr5rdj,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,38.0,0.0,0.0,4.0,0.0,12.0,8.0,2.0,40.0,45.0,85.0,0.0,0.0,85.0,0.0
dr5rdt,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,34.0,0.0,29.0,0.0,0.0,0.0,6.0,96.0,31.0,125.0,2.0,0.0,127.0,0.0
dr5rdv,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,38.0,1.0,6.0,0.0,0.0,0.0,0.0,60.0,54.0,114.0,0.0,0.0,114.0,0.0
dr5rdw,0.0,0.1296296296296296,0.0,0.1296296296296296,0.7407407407407407,0.0,54.0,0.0,0.1875,0.0,0.0,0.8125,0.0,16.0,0.0,0.2142857142857142,0.0,0.0,0.7857142857142857,0.0,14.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.4285714285714285,0.0,7.0,0.0,0.16,0.0,0.12,0.72,0.0,25.0,0.0,0.0416666666666666,0.0,0.0833333333333333,0.875,0.0,24.0,0.0,0.0,0.0,0.0,10.0,0.0,62.0,12.0,0.0,37.0,0.0,0.0,0.0,0.0,84.0,37.0,119.0,2.0,0.0,121.0,0.0
dr5rdx,0.0,0.0396039603960396,0.0,0.0,0.0,0.9603960396039604,101.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.9285714285714286,42.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0217391304347826,0.0,0.0,0.0,0.9782608695652174,46.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,14.0,3.0,39.0,18.0,0.0,24.0,0.0,0.0,0.0,0.0,76.0,22.0,96.0,2.0,0.0,98.0,0.0
dr5rdy,0.3076923076923077,0.0,0.0,0.6923076923076923,0.0,0.0,26.0,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.1666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,6.0,0.4090909090909091,0.0,0.0,0.5909090909090909,0.0,0.0,22.0,0.7647058823529411,0.0,0.0,0.2352941176470588,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,51.0,16.0,0.0,10.0,0.0,0.0,0.0,0.0,58.0,21.0,71.0,8.0,0.0,79.0,0.0
dr5re5,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,13.0,49.0,0.0,0.0,49.0,0.0
dr5re7,0.5116279069767442,0.0,0.0,0.4883720930232558,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,18.0,18.0,36.0,0.0,0.0,36.0,0.0
dr5re9,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr5reb,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr5rec,0.4718614718614718,0.0,0.0,0.0,0.0,0.5281385281385281,231.0,0.2,0.0,0.0,0.0,0.0,0.8,40.0,0.5098039215686274,0.0,0.0,0.0,0.0,0.4901960784313725,102.0,0.4861111111111111,0.0,0.0,0.0,0.0,0.5138888888888888,72.0,0.3088235294117647,0.0,0.0,0.0,0.0,0.6911764705882353,68.0,0.3103448275862069,0.0,0.0,0.0,0.0,0.6896551724137931,29.0,0.0,0.0,2.0,5.0,25.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,31.0,59.0,0.0,0.0,59.0,0.0
dr5red,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,11.0,13.0,1.0,43.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,36.0,44.0,80.0,0.0,7.0,71.0,2.0
dr5ree,0.5882352941176471,0.4117647058823529,0.0,0.0,0.0,0.0,34.0,0.2941176470588235,0.7058823529411765,0.0,0.0,0.0,0.0,34.0,0.25,0.75,0.0,0.0,0.0,0.0,8.0,0.5,0.5,0.0,0.0,0.0,0.0,30.0,0.5,0.5,0.0,0.0,0.0,0.0,22.0,0.25,0.75,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0,0.0,8.0,0.0
dr5ref,0.6677777777777778,0.0666666666666666,0.04,0.0744444444444444,0.0555555555555555,0.0955555555555555,900.0,0.5319148936170213,0.1117021276595744,0.0372340425531914,0.1117021276595744,0.1595744680851064,0.0478723404255319,188.0,0.8014888337468983,0.032258064516129,0.0173697270471464,0.1042183622828784,0.032258064516129,0.0124069478908188,403.0,0.714765100671141,0.0704697986577181,0.0604026845637583,0.0536912751677852,0.0637583892617449,0.0369127516778523,298.0,0.4152542372881356,0.1567796610169491,0.0762711864406779,0.0508474576271186,0.1271186440677966,0.173728813559322,236.0,0.4437086092715231,0.0662251655629139,0.0,0.119205298013245,0.119205298013245,0.2516556291390728,151.0,0.0,1.0,0.0,1.0,12.0,0.0,87.0,13.0,0.0,8.0,0.0,1.0,0.0,18.0,40.0,101.0,141.0,0.0,0.0,141.0,0.0
dr5reg,0.6023952095808384,0.0395209580838323,0.0946107784431137,0.022754491017964,0.0239520958083832,0.2167664670658682,835.0,0.4521276595744681,0.0851063829787234,0.0744680851063829,0.0319148936170212,0.0425531914893617,0.3138297872340425,188.0,0.6715867158671587,0.014760147601476,0.029520295202952,0.040590405904059,0.011070110701107,0.2324723247232472,271.0,0.6790697674418604,0.0488372093023255,0.1441860465116279,0.0093023255813953,0.0093023255813953,0.1093023255813953,430.0,0.3544303797468354,0.0886075949367088,0.080168776371308,0.0421940928270042,0.0464135021097046,0.3881856540084388,237.0,0.3529411764705882,0.0352941176470588,0.0470588235294117,0.0,0.1176470588235294,0.4470588235294118,85.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,43.0,2.0,0.0,0.0,7.0,0.0,19.0,24.0,76.0,100.0,0.0,0.0,100.0,0.0
dr5reh,0.0926829268292682,0.0195121951219512,0.0,0.1073170731707317,0.0,0.7804878048780488,205.0,0.4871794871794871,0.1538461538461538,0.0,0.0256410256410256,0.0,0.3333333333333333,39.0,0.0212765957446808,0.0106382978723404,0.0,0.0212765957446808,0.0,0.946808510638298,94.0,0.6,0.12,0.0,0.04,0.0,0.24,25.0,0.1650485436893204,0.0097087378640776,0.0,0.1844660194174757,0.0,0.6407766990291263,103.0,0.1818181818181818,0.2272727272727272,0.0,0.0454545454545454,0.0,0.5454545454545454,22.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,32.0,0.0,38.0,4.0,0.0,0.0,0.0,90.0,37.0,127.0,0.0,0.0,127.0,0.0
dr5rej,0.8157894736842105,0.0,0.0,0.0,0.0,0.1842105263157894,38.0,0.9148936170212766,0.0,0.0,0.0,0.0,0.0851063829787234,47.0,0.75,0.0,0.0,0.0,0.0,0.25,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.8387096774193549,0.0,0.0,0.0,0.0,0.1612903225806451,31.0,0.8837209302325582,0.0,0.0,0.0,0.0,0.1162790697674418,43.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,12.0,0.0,15.0,3.0,0.0,0.0,8.0,50.0,60.0,110.0,0.0,0.0,110.0,0.0
dr5rek,0.6074766355140186,0.0,0.0,0.0560747663551401,0.0,0.3364485981308411,107.0,0.4,0.0,0.0,0.0,0.0,0.6,5.0,0.7636363636363637,0.0,0.0,0.0,0.0,0.2363636363636363,55.0,0.5333333333333333,0.0,0.0,0.0666666666666666,0.0,0.4,45.0,0.0909090909090909,0.0,0.0,0.1818181818181818,0.0,0.7272727272727273,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,30.0,18.0,48.0,0.0,0.0,48.0,0.0
dr5rem,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,0.0,0.0,24.0,0.0
dr5ren,0.0696864111498257,0.4808362369337979,0.0,0.0,0.3902439024390244,0.0592334494773519,287.0,0.1370967741935483,0.4193548387096774,0.0,0.0,0.4032258064516129,0.0403225806451612,124.0,0.0,0.4820143884892086,0.0,0.0,0.4460431654676259,0.0719424460431654,139.0,0.196078431372549,0.4705882352941176,0.0,0.0,0.2549019607843137,0.0784313725490196,51.0,0.1506849315068493,0.589041095890411,0.0,0.0,0.2191780821917808,0.0410958904109589,146.0,0.0666666666666666,0.1733333333333333,0.0,0.0,0.7333333333333333,0.0266666666666666,75.0,0.0,0.0,4.0,2.0,0.0,0.0,44.0,24.0,0.0,17.0,3.0,6.0,3.0,2.0,46.0,59.0,102.0,3.0,0.0,100.0,5.0
dr5rep,1.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,46.0,1.0,17.0,0.0,2.0,1.0,0.0,86.0,17.0,102.0,1.0,0.0,101.0,2.0
dr5req,0.16,0.0933333333333333,0.0,0.0,0.0666666666666666,0.68,75.0,0.3076923076923077,0.2115384615384615,0.0,0.0,0.0576923076923076,0.4230769230769231,52.0,0.1851851851851851,0.0,0.0,0.0,0.0,0.8148148148148148,27.0,0.1,0.1,0.0,0.0,0.0,0.8,20.0,0.2653061224489796,0.2244897959183673,0.0,0.0,0.0,0.5102040816326531,49.0,0.2580645161290322,0.1612903225806451,0.0,0.0,0.2580645161290322,0.3225806451612903,31.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,36.0,25.0,61.0,0.0,0.0,61.0,0.0
dr5rer,0.087719298245614,0.0,0.0,0.0643274853801169,0.0,0.847953216374269,171.0,0.2926829268292683,0.0,0.0,0.048780487804878,0.0,0.6585365853658537,41.0,0.0224719101123595,0.0,0.0,0.0674157303370786,0.0,0.9101123595505618,89.0,0.25,0.0,0.0,0.0,0.0,0.75,28.0,0.2222222222222222,0.0,0.0,0.0555555555555555,0.0,0.7222222222222222,72.0,0.0869565217391304,0.0,0.0,0.1304347826086956,0.0,0.782608695652174,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,14.0,4.0,0.0,0.0,3.0,24.0,15.0,39.0,0.0,0.0,39.0,0.0
dr5reu,0.4642857142857143,0.125,0.2008928571428571,0.0892857142857142,0.1205357142857142,0.0,224.0,0.4313725490196078,0.0980392156862745,0.2352941176470588,0.0784313725490196,0.1568627450980392,0.0,51.0,0.2857142857142857,0.4489795918367347,0.1632653061224489,0.0612244897959183,0.0408163265306122,0.0,49.0,0.5740740740740741,0.0185185185185185,0.3333333333333333,0.0277777777777777,0.0462962962962962,0.0,108.0,0.3580246913580246,0.074074074074074,0.1481481481481481,0.2222222222222222,0.1975308641975308,0.0,81.0,0.5675675675675675,0.081081081081081,0.027027027027027,0.0,0.3243243243243243,0.0,37.0,0.0,0.0,0.0,0.0,4.0,0.0,65.0,41.0,0.0,3.0,0.0,5.0,0.0,0.0,24.0,94.0,118.0,0.0,0.0,118.0,0.0
dr5rev,0.3274021352313167,0.0,0.0,0.0106761565836298,0.0355871886120996,0.6263345195729537,281.0,0.1764705882352941,0.0,0.0,0.1176470588235294,0.1764705882352941,0.5294117647058824,17.0,0.922077922077922,0.0,0.0,0.0389610389610389,0.0129870129870129,0.0259740259740259,77.0,0.1531531531531531,0.0,0.0,0.009009009009009,0.027027027027027,0.8108108108108109,111.0,0.0388349514563106,0.0,0.0,0.0097087378640776,0.0485436893203883,0.9029126213592232,103.0,0.4285714285714285,0.0,0.0,0.0,0.5714285714285714,0.0,7.0,0.0,0.0,2.0,7.0,20.0,0.0,53.0,5.0,0.0,0.0,0.0,42.0,1.0,1.0,16.0,115.0,131.0,0.0,0.0,131.0,0.0
dr5rew,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr5rey,0.7209302325581395,0.1495016611295681,0.0,0.0598006644518272,0.0,0.0697674418604651,602.0,0.813953488372093,0.0232558139534883,0.0,0.0697674418604651,0.0,0.0930232558139534,43.0,0.75,0.175,0.0,0.0166666666666666,0.0,0.0583333333333333,240.0,0.7024793388429752,0.1487603305785124,0.0,0.0743801652892562,0.0,0.0743801652892562,242.0,0.664,0.096,0.0,0.136,0.0,0.104,125.0,0.9473684210526316,0.0263157894736842,0.0,0.0,0.0,0.0263157894736842,38.0,0.0,0.0,0.0,0.0,3.0,0.0,35.0,19.0,1.0,6.0,0.0,4.0,0.0,0.0,4.0,64.0,68.0,0.0,0.0,68.0,0.0
dr5rez,0.6320754716981132,0.1415094339622641,0.0,0.160377358490566,0.0,0.0660377358490566,106.0,0.352112676056338,0.5070422535211268,0.0,0.0985915492957746,0.0,0.0422535211267605,71.0,0.4259259259259259,0.2592592592592592,0.0,0.3148148148148148,0.0,0.0,54.0,0.1333333333333333,0.6,0.0,0.1333333333333333,0.0,0.1333333333333333,30.0,0.4888888888888889,0.3333333333333333,0.0,0.0666666666666666,0.0,0.1111111111111111,45.0,0.8958333333333334,0.0833333333333333,0.0,0.0,0.0,0.0208333333333333,48.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,70.0,76.0,0.0,0.0,76.0,0.0
dr5rf8,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,21.0,0.0,32.0,0.0,0.0,30.0,0.0,11.0,0.0,4.0,70.0,53.0,110.0,13.0,0.0,123.0,0.0
dr5rfb,0.2823529411764706,0.4,0.2941176470588235,0.0,0.0235294117647058,0.0,85.0,0.5,0.4375,0.0,0.0,0.0625,0.0,16.0,0.0465116279069767,0.4186046511627907,0.5348837209302325,0.0,0.0,0.0,43.0,0.4666666666666667,0.4,0.1333333333333333,0.0,0.0,0.0,15.0,0.7,0.2666666666666666,0.0,0.0,0.0333333333333333,0.0,30.0,0.1538461538461538,0.6923076923076923,0.0,0.0,0.1538461538461538,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,38.0,0.0,0.0,0.0,3.0,56.0,32.0,88.0,0.0,0.0,88.0,0.0
dr5rfc,0.7619047619047619,0.0,0.0,0.0,0.238095238095238,0.0,21.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.0,7.0,0.8,0.0,0.0,0.0,0.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,9.0,0.1666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,49.0,20.0,0.0,20.0,0.0,0.0,0.0,15.0,84.0,32.0,116.0,0.0,0.0,116.0,0.0
dr5rff,0.4166666666666667,0.0,0.0,0.0,0.5833333333333334,0.0,12.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,10.0,0.25,0.0,0.0,0.0,0.75,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,46.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,66.0,23.0,89.0,0.0,0.0,89.0,0.0
dr5rfk,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,0.0,0.0,5.0,20.0,6.0,20.0,6.0,2.0,24.0,0.0
dr5rfw,0.0,0.0,0.0,0.6470588235294118,0.3529411764705882,0.0,17.0,0.0,0.0,0.0,0.2,0.8,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,6.0,0.0,0.0,0.0,0.1,0.9,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,29.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,45.0,0.0,0.0,45.0,0.0
dr5rfx,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0
dr5rfz,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,1.0,0.0,15.0,0.0
dr5rg0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,17.0,0.0,24.0,0.0,0.0,0.0,1.0,44.0,47.0,91.0,0.0,0.0,91.0,0.0
